IMU(195483,49,-154,312,14661,8696,-32450,28795,-339,1914,-2025,16028).
IMU(195584,13,30,311,14869,-739,16342,28922,273,1921,-2050,15944).
IMU(195685,26,-14,312,14928,504,16702,28795,-46,1932,-2041,15959).
IMU(195786,-47,-120,311,15402,-8868,-41,28796,275,1937,-2016,16053).
IMU(195887,24,-81,310,15949,7484,-41,28795,1150,1906,-2452,16190).
IMU(195988,21,-114,312,14816,-7688,318,28923,-339,2122,-2465,16185).
IMU(196089,59,-119,313,14946,8696,-16065,28795,-46,1937,-2019,16055).
IMU(196190,61,-66,310,14796,7452,-8233,28923,273,1922,-2015,15975).
IMU(196291,32,-58,311,16126,8696,318,28923,830,1934,-2022,15987).
IMU(196392,-4,-118,309,14957,-7688,318,28923,-339,1925,-2068,15996).
IMU(196493,32,-143,312,15136,504,-32450,28923,246,1943,-2458,16164).
IMU(196594,5,-132,313,14963,-15880,-24258,28924,245,1724,-2369,16362).
IMU(196695,17,-50,310,15542,-707,16343,28923,273,1954,-2052,15963).
IMU(196796,34,-107,310,15272,16888,-32450,28923,-339,1932,-1999,15996).
IMU(196897,-30,-114,310,14374,16888,-32450,29050,-339,1861,-2783,16541).
IMU(196998,-100,-75,313,15423,-17155,-8105,28795,568,1935,-1882,16073).
IMU(197099,-20,-108,309,15588,-15880,-24258,28923,246,952,-2751,16723).
IMU(197200,-79,-124,308,16310,-17059,-8233,28796,569,251,-2856,16911).
IMU(197301,-29,-174,310,14726,-15880,-32450,28923,-339,1932,-1975,16006).
IMU(197402,-11,-117,311,14985,504,-16066,28923,-339,1373,-3081,16893).
IMU(197503,8,-78,312,14349,16888,-7874,28667,-339,1917,-1983,15977).
IMU(197604,33,-103,312,15764,16888,-16066,28795,538,2278,-2355,16412).
IMU(197705,78,-105,313,15135,8696,-16066,28923,538,1877,-2417,16238).
IMU(197806,23,-7,310,15619,8696,8510,28924,246,1957,-2000,15942).
IMU(197907,39,-127,309,15618,-7688,-32450,28923,-46,1940,-1973,15984).
IMU(198008,87,-104,310,15174,16888,-24258,28923,246,1973,-1984,15968).
IMU(198109,46,35,311,15542,8696,16702,28923,246,1989,-2010,15913).
IMU(198210,22,-82,312,15357,504,-24258,28923,246,1961,-2012,16147).
IMU(198311,45,-82,310,16030,16888,-7874,29051,246,1991,-2010,15991).
IMU(198412,-25,-161,311,14854,16888,-7874,28796,246,2391,-2821,16367).
IMU(198513,-29,-107,312,15240,7420,-8233,28923,273,1955,-1975,15980).
IMU(198614,1,35,311,15725,-739,-8233,28923,565,1969,-2066,15929).
IMU(198715,29,-92,312,15909,-15881,16702,28667,246,1937,-2464,16153).
IMU(198816,13,-156,314,14445,504,-32450,29051,-339,1959,-2055,15997).
IMU(198917,14,-111,311,15396,-675,-8233,28923,565,2312,-2817,16370).
IMU(199018,-11,-156,313,15984,-17059,-8233,28921,1150,1664,-2183,16199).
IMU(199119,-6,-49,312,14465,504,-7874,28923,-339,1940,-2067,15967).
IMU(199220,65,-107,312,15451,-8932,-8233,28923,566,1948,-2004,15977).
IMU(199321,7,-97,312,14529,16888,-24258,28923,-339,1932,-1991,15993).
IMU(199422,64,-115,313,15130,7452,16343,28923,273,1946,-1980,16001).
IMU(199523,-2,-142,312,14656,5115,-5297,28838,264,1967,-1997,16036).
IMU(199624,-42,-115,310,15585,-1887,15984,28923,888,1891,-1951,16048).
IMU(199725,53,-145,312,14646,503,-7874,28795,-339,1923,-2021,15990).
IMU(199826,48,-104,311,15766,-675,16343,28923,1151,1903,-2023,15989).
IMU(199927,47,-16,309,15617,-8932,-8233,28796,274,1941,-2024,15957).
IMU(200028,-18,-25,309,15648,-7688,-7874,28923,538,1445,-2386,16142).
IMU(200129,72,-116,312,14925,8696,-7874,28924,-46,2129,-1727,16164).
IMU(200230,32,-106,310,15705,-707,-8233,28923,1150,1921,-2037,15993).
IMU(200331,70,-137,311,15961,8696,318,28795,538,1894,-2004,16029).
IMU(200432,-31,-67,309,15459,-24072,-24258,28925,538,2123,-2085,16218).
IMU(200533,-19,-96,310,15028,7484,-8233,28923,275,2091,-2376,16154).
IMU(200634,42,-57,311,15061,-7688,16702,28923,-339,1915,-1968,15968).
IMU(200735,29,-126,312,15530,504,-16066,28794,830,1909,-2039,16046).
IMU(200836,48,-136,310,15202,7516,-8233,28796,273,1950,-2024,16035).
IMU(200937,-13,-97,313,15559,-7688,-7874,28923,246,1969,-2071,15987).
IMU(201038,-44,16,311,15542,7452,16343,28923,280,1995,-1942,15947).
IMU(201139,-26,-113,312,15329,-8900,-8233,28922,274,1966,-2011,15983).
IMU(201240,21,-35,312,14675,504,16702,28923,-339,1961,-2047,15952).
IMU(201341,32,-130,312,14643,504,-32450,28795,-46,1977,-2039,16000).
IMU(201442,8,-123,310,16036,16888,318,28924,246,1972,-2011,15988).
IMU(201543,40,-51,310,14583,-8964,-8233,29051,278,2185,-2455,16128).
IMU(201644,65,-40,309,16382,16888,-32450,28923,538,2018,-2012,15966).
IMU(201745,15,-21,312,15373,7452,16343,28924,571,2023,-1962,15954).
IMU(201846,25,-143,313,15729,504,-32450,28795,246,1945,-2033,16004).
IMU(201947,-28,-116,312,15491,8696,16702,28924,538,2017,-1992,15982).
IMU(202048,14,-86,314,15234,503,318,28923,538,1434,-2207,16326).
IMU(202149,41,4,312,16007,8696,-7874,28923,245,1722,-1773,16122).
IMU(202250,13,-142,312,15144,-739,-41,28923,1151,1955,-2038,16009).
IMU(202351,22,-135,311,16507,504,-7874,28795,-46,1953,-2036,16010).
IMU(202452,-21,-130,312,15368,-739,-8233,28924,1150,1917,-2006,16011).
IMU(202553,-25,55,311,16259,-32264,16702,28923,-339,1946,-1755,16119).
IMU(202654,-22,-44,308,15272,-1154,16223,28837,673,2157,-1475,16306).
IMU(202755,23,-5,312,15759,-15881,16702,28924,246,1957,-1999,15950).
IMU(202856,29,-19,311,14937,503,-16066,28923,-46,1985,-2045,15937).
IMU(202957,24,-144,311,15098,503,-32450,28795,246,1974,-2046,15993).
IMU(203058,26,-87,311,15838,8696,-32450,28795,830,1943,-2042,15971).
IMU(203159,1,-53,311,15069,504,-7874,28923,246,1970,-2063,15963).
IMU(203260,-24,-38,309,16093,-739,-8233,28923,1150,1940,-2086,15975).
IMU(203361,-20,-61,311,15246,-7688,-7874,28796,246,2329,-2407,16320).
IMU(203462,38,-2,312,15289,7452,-8233,28923,565,1729,-1778,16125).
IMU(203563,3,-119,313,15329,-739,-8233,28923,278,1975,-2023,15984).
IMU(203664,30,-165,312,14991,8696,-32450,29050,-46,2141,-2199,16185).
IMU(203765,18,-94,312,14967,-7688,-24258,28923,246,1979,-1967,15974).
IMU(203866,77,-100,312,15431,7452,-8233,28795,566,1987,-1979,15966).
IMU(203967,52,-163,309,16104,-17091,-8233,28794,566,2170,-2820,16371).
IMU(204068,-28,-109,310,15526,-17091,-41,29050,565,774,-3110,16883).
IMU(204169,-18,-129,314,15333,7516,-8233,28923,565,1502,-2393,16215).
IMU(204270,53,-126,312,15092,16888,-32450,28923,-46,2159,-2390,16177).
IMU(204371,-6,-72,312,15580,-675,16343,28923,568,1505,-2205,16158).
IMU(204472,5,-135,311,15756,-707,-41,29052,565,1945,-2058,16013).
IMU(204573,61,-131,313,15201,8696,-24258,28924,-46,1969,-2015,16014).
IMU(204674,6,-88,310,15100,-867,-41,28668,569,1918,-2061,15968).
IMU(204775,82,-44,312,16229,7452,-8233,28923,858,2004,-1999,15944).
IMU(204876,91,-97,312,14759,8696,318,28923,-339,2323,-2146,16335).
IMU(204977,-59,-31,312,15358,-7688,-32450,28923,245,2150,-2119,16311).
IMU(205078,-81,19,310,15281,-17123,-8233,28923,275,1225,-1156,16442).
IMU(205179,0,58,312,15134,-7688,8510,28923,-46,1934,-1708,16107).
IMU(205280,47,6,310,15636,-739,16342,28795,566,1986,-1988,15951).
IMU(205381,-94,-13,313,15502,-24072,-7874,28795,538,1093,-1636,16292).
IMU(205482,28,13,312,15143,504,16702,28795,-46,1961,-1993,15940).
IMU(205583,30,54,311,14625,504,16702,28923,-46,1965,-2039,15927).
IMU(205684,48,-71,311,16036,-707,16343,28924,566,1971,-2009,15966).
IMU(205785,37,-3,310,15949,504,318,28923,246,1986,-2036,15883).
IMU(205886,63,34,312,14868,8696,8510,28795,-46,1961,-1986,15914).
IMU(205987,36,37,311,14569,-739,16343,28923,273,1935,-2036,15914).
IMU(206088,23,-28,311,15680,504,-7874,28923,246,1975,-2035,15864).
IMU(206189,0,16,310,16030,-739,8151,28922,568,1497,-1721,16082).
IMU(206290,81,-90,309,15660,7516,-169,28923,858,2009,-2000,15816).
IMU(206391,4,-39,308,16130,504,-7874,28795,246,1995,-2006,15854).
IMU(206492,-8,-16,310,15158,7452,-8233,28924,571,2208,-1970,16133).
IMU(206593,-27,-59,309,16754,-15880,-32450,28923,538,1545,-2389,16148).
IMU(206694,-47,-22,309,15617,7420,16343,28923,864,2039,-2359,16092).
IMU(206795,-11,-40,312,15343,-7688,16702,28923,246,1987,-2074,15959).
IMU(206896,45,1,312,15141,-7688,318,28923,246,1716,-1731,16235).
IMU(206997,53,39,311,15442,504,8510,28923,538,1995,-2024,15915).
IMU(207098,19,33,310,15265,8696,16702,28923,246,2012,-2047,15915).
IMU(207199,-51,-77,310,15537,-7688,16702,28924,538,2004,-1946,15965).
IMU(207300,-6,-45,312,15474,-15880,-16066,29051,538,2224,-2377,16130).
IMU(207401,49,-82,311,15747,7452,-41,28923,857,2021,-2010,15983).
IMU(207502,28,-115,308,15595,504,-24258,28923,246,2004,-2043,15998).
IMU(207603,61,-43,311,15160,16888,-16066,29051,245,1994,-2015,15952).
IMU(207704,47,-101,312,15261,7516,-8233,28923,273,1947,-2028,16012).
IMU(207805,2,-48,311,15543,-739,-8233,28923,571,2001,-2015,15970).
IMU(207906,23,-103,311,16060,16888,-7874,28924,1122,1972,-1981,15971).
IMU(208007,100,-112,312,15765,16888,-32450,28796,538,2398,-2145,16340).
IMU(208108,28,-89,311,15427,-739,-8233,28923,565,1994,-2041,15972).
IMU(208209,34,-38,309,15333,-303,78,28922,458,1975,-1998,15978).
IMU(208310,0,-109,311,15166,-7688,-32450,28923,-46,1961,-1959,15980).
IMU(208411,2,-100,310,15646,-17123,-8233,28668,862,2023,-1983,15983).
IMU(208512,-37,-59,311,15122,-15881,-7874,28924,-46,1946,-2046,15971).
IMU(208613,30,-174,311,15130,7356,-8233,28923,276,2108,-2831,16347).
IMU(208714,26,-12,310,15969,-739,16343,28923,565,1989,-2027,15934).
IMU(208815,40,36,313,15221,-739,16342,28795,565,1979,-2035,15930).
IMU(208916,35,11,311,15781,7452,8151,28923,857,1999,-2034,15926).
IMU(209017,-2,-155,311,15739,8696,-32450,28923,246,2198,-2432,16174).
IMU(209118,5,-161,311,15007,-707,-8233,28923,273,1960,-2058,16009).
IMU(209219,24,-168,311,15855,-707,-8233,28924,273,1953,-2047,16008).
IMU(209320,54,-135,311,15170,8696,-7874,28923,-46,1916,-2420,16175).
IMU(209421,10,-97,311,14791,504,-7874,28922,-46,1963,-2056,15996).
IMU(209522,59,-55,311,15615,16888,-7874,28923,538,1939,-1707,16328).
IMU(209623,23,-94,311,15770,-1951,15983,28923,886,1908,-2007,16003).
IMU(209724,23,-110,311,15367,-17123,-41,28923,273,2146,-1719,16214).
IMU(209825,-20,-106,312,15551,8696,-24258,28923,-46,1948,-2002,16028).
IMU(209926,12,-162,310,15697,-707,-41,28795,273,1920,-2052,16016).
IMU(210027,19,1,310,15899,-739,-8232,28923,568,1962,-2411,16108).
IMU(210128,50,29,308,15814,8696,16702,28924,-46,1974,-2024,15937).
IMU(210229,-15,52,312,14529,-7688,16702,28795,-46,1994,-2075,15925).
IMU(210330,48,-53,312,15796,-8900,16343,28923,565,1955,-2026,15977).
IMU(210431,1,-29,311,15138,-17123,-8233,28922,565,2342,-1671,16441).
IMU(210532,-49,-92,312,16322,504,-7874,28924,246,1269,-2826,16336).
IMU(210633,5,2,313,15058,503,-7874,28923,246,1985,-2060,15953).
IMU(210734,44,-39,310,15725,-867,16342,29051,569,1949,-2451,16137).
IMU(210835,9,18,313,15346,-15881,318,28922,246,1995,-2055,15903).
IMU(210936,-1,-77,310,14945,504,318,28922,-46,1940,-2063,15985).
IMU(211037,29,-45,310,14915,-7688,-7874,28795,-46,1924,-2463,16134).
IMU(211138,81,23,311,14953,504,317,28923,-46,2146,-1921,16263).
IMU(211239,58,-13,309,15509,8696,318,28922,538,1991,-2019,15877).
IMU(211340,55,2,312,15330,8696,-24258,28923,538,2011,-2021,15906).
IMU(211441,76,17,311,15316,16888,8510,28923,538,2009,-2005,15898).
IMU(211542,93,0,313,15396,16888,317,29051,538,1992,-1961,16060).
IMU(211643,43,-48,313,15332,7452,16342,28924,565,1907,-2845,16326).
IMU(211744,41,-48,311,15212,7452,-41,28923,273,1969,-2031,15991).
IMU(211845,1,-118,310,15707,-7688,-7874,28922,246,1967,-1943,15983).
IMU(211946,-10,-37,311,14659,-15880,-7874,28923,-339,1927,-1982,15981).
IMU(212047,51,-147,312,15157,7484,-8233,28924,565,2163,-2439,16175).
IMU(212148,27,-12,313,15607,-8932,8151,28923,565,1955,-1790,16103).
IMU(212249,-43,-45,310,15526,-24072,-7874,28923,246,1498,-2414,16157).
IMU(212350,-9,-38,311,15149,504,-7874,28667,246,1967,-2073,15963).
IMU(212451,3,-125,310,14947,-7688,-24258,28795,-339,1925,-2060,16034).
IMU(212552,40,-86,312,14645,8696,318,29051,-46,2125,-2414,16348).
IMU(212653,24,-91,313,15017,-835,-8233,28795,276,1940,-2045,15989).
IMU(212754,6,-155,311,16353,8696,-24258,28796,1415,1873,-2024,16005).
IMU(212855,64,-111,312,15350,503,-7874,28796,-46,1925,-2005,15983).
IMU(212956,37,-134,311,14690,-707,-41,28923,273,1923,-2034,16011).
IMU(213057,11,-60,308,15631,-7688,318,28795,-339,1934,-2058,16001).
IMU(213158,74,-113,313,14418,8696,-24258,28794,-339,1909,-1999,16044).
IMU(213259,5,-121,313,14757,-707,16342,28794,273,1897,-1799,16158).
IMU(213360,23,-133,312,15504,-15880,-32450,29051,246,2000,-2012,16001).
IMU(213461,18,-129,314,15177,8696,-7874,28923,-46,1956,-2010,16005).
IMU(213562,13,-70,312,15164,504,-7874,28923,246,1961,-2055,15972).
IMU(213663,16,-29,312,15270,504,-7874,28922,246,1956,-2051,15961).
IMU(213764,6,-62,308,15312,504,318,28837,-144,1942,-2057,15969).
IMU(213865,10,-52,310,15802,504,-7874,28922,246,1948,-2484,16146).
IMU(213966,39,-21,312,14852,-8932,16343,28794,566,1962,-2448,16116).
IMU(214067,33,4,311,15734,504,-7874,28794,-46,1948,-2038,15951).
IMU(214168,0,-166,311,15405,-7688,-32450,28923,246,1984,-2062,15997).
IMU(214269,-8,-157,312,15490,-7688,-24258,28923,-339,1944,-2067,16001).
IMU(214370,21,-115,313,14800,7452,-41,28924,277,1993,-2033,16033).
IMU(214471,-22,-27,311,15709,503,16702,28923,538,1981,-2010,15965).
IMU(214572,51,-131,311,15337,504,-32450,28922,-46,1940,-2022,15996).
IMU(214673,61,-119,310,15615,-707,-41,28795,273,2160,-2434,16165).
IMU(214774,24,-130,314,14794,504,-32450,28924,-339,1906,-2017,16019).
IMU(214875,62,-57,312,14496,504,-32450,28923,-339,1924,-2437,16199).
IMU(214976,11,-12,311,14740,504,-7874,28923,-46,1947,-2052,15956).
IMU(215077,-25,-53,310,14910,5136,16462,28922,459,2153,-1703,16156).
IMU(215178,34,-102,311,15229,8696,-24258,28923,246,1977,-2036,16017).
IMU(215279,41,-61,311,14941,504,318,29051,-46,2131,-2422,16357).
IMU(215380,-43,-67,309,15394,-7688,-7874,28923,246,338,-3124,16658).
IMU(215481,-4,-67,312,15104,-7688,16702,28923,245,2153,-1457,16316).
IMU(215582,50,-88,312,15563,503,-7874,28796,830,1937,-2025,15977).
IMU(215683,27,-161,312,15347,-707,-8233,28922,565,1948,-2042,15997).
IMU(215784,4,-81,312,15747,-1951,15984,28795,885,1944,-2058,15975).
IMU(215885,78,-69,311,15096,-707,-41,28921,274,1882,-2002,15997).
IMU(215986,53,19,309,16271,8696,-16066,28923,830,2115,-1746,16123).
IMU(216087,76,12,311,14426,8696,318,28667,-339,2121,-1744,16101).
IMU(216188,36,-52,311,14721,-7688,16702,28923,-46,1929,-1771,16141).
IMU(216289,-1,-96,311,16054,-707,-8233,28923,1151,1459,-2394,16175).
IMU(216390,66,-155,312,15083,7484,-8233,28923,274,2100,-2395,16171).
IMU(216491,-4,-4,313,14870,8696,16702,28795,-339,1955,-2038,15954).
IMU(216592,47,-30,310,15192,-739,8151,28794,273,1978,-2026,15913).
IMU(216693,-31,-110,312,15430,-739,-8233,28923,275,1965,-1970,15977).
IMU(216794,63,-33,309,15386,-739,-8233,28922,571,2199,-2159,16313).
IMU(216895,26,-36,312,15508,-899,16343,28922,573,2193,-2430,16127).
IMU(216996,-15,-59,311,15659,-15880,-7874,28795,245,1971,-1953,15967).
IMU(217097,57,5,308,15736,-17155,16342,28795,565,2196,-1956,16069).
IMU(217198,32,33,312,15063,-771,16343,28923,565,1948,-1753,16086).
IMU(217299,93,17,306,15875,10576,5539,28752,654,2006,-1988,15899).
IMU(217400,49,-44,312,14761,16760,-16066,28923,-339,2137,-2841,16284).
IMU(217501,38,-81,310,15336,504,-24258,28922,-46,1977,-1979,15950).
IMU(217602,45,15,312,15141,504,8510,28924,538,2003,-2027,15918).
IMU(217703,-10,58,311,15591,-15880,16702,28923,246,2157,-1481,16282).
IMU(217804,-35,43,310,15543,-17123,8151,28922,858,2414,-1630,16274).
IMU(217905,-35,-34,312,15853,-32264,-7874,28923,-46,1507,-1689,16134).
IMU(218006,0,8,312,14658,8696,16702,28922,-46,1937,-2007,15931).
IMU(218107,-22,-111,311,15419,-15880,-7874,28795,246,2148,-1702,16152).
IMU(218208,27,-27,312,15063,503,-7874,29051,-46,1975,-2035,15953).
IMU(218309,-21,15,310,15204,-17155,16343,28796,565,1966,-1927,15900).
IMU(218410,18,-2,309,15502,-325,-5383,28838,264,1959,-2047,15946).
IMU(218511,38,-10,307,15953,504,-7874,28923,538,1374,-2776,16452).
IMU(218612,-16,-9,312,15511,-15880,-7874,28924,246,1422,-1822,16657).
IMU(218713,2,19,311,14859,-7688,318,28796,-46,1959,-2013,15939).
IMU(218814,-67,-21,313,14944,-32264,318,28924,-339,2132,-2360,16136).
IMU(218915,-68,-101,311,15767,-32264,-16065,28795,830,2114,-2384,16243).
IMU(219016,0,-163,312,15354,-15881,-32450,28796,538,1896,-2063,15995).
IMU(219117,48,-115,312,14566,16888,-32450,28795,-339,2116,-2436,16184).
IMU(219218,-34,-153,312,15385,504,-32450,28923,538,2101,-2194,16202).
IMU(219319,31,-43,312,14960,-771,-8233,28795,273,1949,-2037,15950).
IMU(219420,15,-140,310,15123,375,-32450,28923,-46,1908,-2038,16036).
IMU(219521,9,-148,313,16096,-7688,-24258,28924,1415,1882,-2057,16028).
IMU(219622,43,-113,310,15132,7484,-8233,28794,274,1892,-2004,15993).
IMU(219723,42,-139,312,15942,504,-32450,28666,1122,1835,-2022,16001).
IMU(219824,-25,-101,310,16009,-707,16342,28923,1152,1869,-2403,16169).
IMU(219925,37,-120,312,16227,8696,-7874,28795,1415,1872,-2018,15985).
IMU(220026,37,-78,311,16455,-7688,-7873,28923,1122,2014,-2367,16436).
IMU(220127,-13,-152,310,15694,-7688,-32450,28923,538,1888,-1942,16010).
IMU(220228,43,-75,313,14768,7484,16343,28795,275,1928,-1968,15997).
IMU(220329,-2,-89,311,15568,-5743,-10844,28753,654,1879,-1975,16074).
IMU(220430,17,-118,311,15678,504,-24258,28925,538,1890,-2049,16051).
IMU(220531,-51,-104,314,15531,-771,87,28796,1152,1881,-1969,16065).
IMU(220632,55,-153,312,15706,16888,-7874,28923,538,1876,-1974,15990).
IMU(220733,57,-174,312,14702,16888,-32450,28924,-339,1927,-2014,15997).
IMU(220834,29,-66,313,15189,-8932,16343,28923,566,1932,-2038,15982).
IMU(220935,5,-51,312,14993,-7688,-7874,28923,-339,2306,-2149,16336).
IMU(221036,39,-139,311,15377,-1855,15983,28794,885,1881,-2033,16040).
IMU(221137,30,-162,312,16037,504,-32450,28923,538,1885,-2038,16017).
IMU(221238,15,-160,311,15376,-675,-41,28923,857,1809,-2048,16017).
IMU(221339,39,-46,309,15490,10619,16462,28923,69,2098,-2391,16140).
IMU(221440,19,-102,311,14625,8696,-7874,28795,-339,1449,-1763,16158).
IMU(221541,12,-115,311,15663,-707,-8233,28922,1150,1894,-2052,15987).
IMU(221642,61,-141,312,15794,8696,-24258,28924,538,2105,-2191,16196).
IMU(221743,-18,-155,312,16311,-7688,-32450,28922,538,931,-2881,16688).
IMU(221844,13,-46,312,14363,7452,-8233,28923,274,1883,-2189,16174).
IMU(221945,5,-97,312,15682,-739,-41,28795,565,1925,-2059,16002).
IMU(222046,22,-135,309,15470,-707,-41,28667,273,1875,-2240,16215).
IMU(222147,53,-38,308,15445,-739,16342,28667,274,1919,-2019,15961).
IMU(222248,3,-148,310,17088,8696,-24258,28923,1122,1856,-1970,16026).
IMU(222349,-36,-86,312,15490,-15880,-32450,28795,538,1881,-1945,16025).
